url,image_url,amount_raised,description,days_running
https://www.gofundme.com/f/help-for-moons-recent-hospitalizations-and-future-surgery,https://d2g8igdw686xgo.cloudfront.net/95900969_1761235265698471_r.png,6005,"Donation protected
“Help for Moon’s Recent Hospitalizations and Future Surgery”

Note: GoFundMe deducts 2.9% + $0.30 from every donation, so please consider donating directly to my Venmo: @easanchez1 (last 4 of phone number is 0365). I will update the GoFundMe balance to reflect any direct donations.

For any of those who have met Moon, you know how goofy and sweet he is. He is typically energetic, sassy, and playful.

At the end of September, he started developing symptoms like lethargy, not ea",3
https://www.gofundme.com/f/please-help-brierlight-with-her-emergency-care,https://d2g8igdw686xgo.cloudfront.net/94696163_1758044289183643_r.png,513,"Donation protected
Hi friends. This is Princess BrierLight. Our little girl was living happily with her seven siblings until one day she became sick. She started having diarrhea which became worse and worse. To the point where it continually dripped out of her bottom. She started having blood in it and she started to slow down on eating then she completely stopped. This happened over the weekend. On Monday we took her to the urgent care vet. We got her checked and got her some meds for an infect",40
https://www.gofundme.com/f/3uakkp-stray-kitty-medical-fund,https://d2g8igdw686xgo.cloudfront.net/95675017_1760566528841941_r.png,2625,"Donation protected
In July of 2025, we misplaced one of our cats. In an attempt to find her, we began to leave out food with a security camera in range set to ping when someone approached. Instead, we found this little boy.

We could tell straight away that he was in dire need of help. After several months of nightly visits, he appeared with a fresh wound under his eye. After he came back the next few nights, we decided we would try to catch and help him.

October 15th, Mr Stray was brought to t",11
https://www.gofundme.com/f/b784j-support-everglades-angels-dog-rescue,https://d2g8igdw686xgo.cloudfront.net/95904705_1761243045648020_r.jpeg,700,"Tax deductible
Kelly Needs New Wheels — Help Her Roll Again!

Four years ago, Kelly beat the odds. After surviving a severe blood infection, she was left paralyzed in her hind legs and fully incontinent.

But thanks to a custom-made wheelchair, Kelly learned to run again — to play again — to truly live again.

Now, after four years of daily use, Kelly’s wheels are worn out and barely holding together. She’s struggling to move comfortably, and it’s breaking our hearts to see her spirit slowed dow",3
https://www.gofundme.com/f/support-syns-journey-to-health-and-happiness,https://d2g8igdw686xgo.cloudfront.net/95900443_1761233641907977_r.png,1410,"Donation protected
My name is Katie, and this is my sweet boy Syn. Syn is 6 years old, turning 7 in January. Syn was given to me by a wonderful family in February of 2024. I have strived to give him the best life possible while in my care.

Unfortunately, back in December of last year, he had to get a small mass removed from his ear. He has recovered since, but as of the other day, October 21st, things took a turn. He hadn’t used his litter box all day, which, if you don’t know, is a very bad si",3
https://www.gofundme.com/f/support-great-dane-rescue-of-southeast-texas,https://d2g8igdw686xgo.cloudfront.net/95954649_1761396669690441_r.jpeg,1074,"Tax deductible
It is with heavy hearts that we share the passing of Dr. Mark Marconi - a beloved member of the Camp Bow Wow family and a shining example of compassion, kindness, and dedication.

Mark's love for animals and his community was unmatched. As the proud owner of Camp Bow Wow Sugarland, he created a place where dogs were loved like family and where his team always felt supported and valued. His warmth and generosity touched everyone who knew him, both inside and outside of Camp Bow Wow",2
https://www.gofundme.com/f/help-oreo-recover-from-accident,https://d2g8igdw686xgo.cloudfront.net/95903351_1761239032123273_r.png,323,"Donation protected
Hi, Everyone, if you happen to know someone who has money to spare (I know that care of humans has to come first), the dog (Oreo) I was fostering and had applied to adopt got off her leash by absolutely no fault of her own and was hit by a car in the mid-night and brought to surgery. She got through surgery and is expected to recover well, with me picking her up in the next couple days. She is incredibly sweet and has been helping me a lot as a support animal as I have several",3
https://www.gofundme.com/f/save-finn-fund-his-surgery-today,https://d2g8igdw686xgo.cloudfront.net/95711299_1760665743679715_r.png,1225,"Donation protected
This is Finn. He is a four-year-old rescue dog who isn’t the smartest guy around. He is a Labrador, so that means he gets into trouble, like eating a sock that gets stuck in his intestines, so he has to get a life-saving surgery to fix it. So he needs help paying for his surgery.
React",10
https://www.gofundme.com/f/help-eloise-beat-cancer,https://d2g8igdw686xgo.cloudfront.net/95615235_1760398757334337_r.png,5041,"Donation protected
As most of you know, we found out at the end of August this year (right after her 7th birthday) that my sweet girl Eloise has cancer. Of course, she has a rare and aggressive form of cancer called Feline Injection Site Sarcoma (FISS). This cancer occurs at the site of previous vaccines and only at a rate of 1 case per 10,000-30,000 vaccinations.
We noticed a small lump near her hip in July, but she was acting completely normal so we didn’t think much of it. By August, it was g",13
https://www.gofundme.com/f/rescue-puppy-from-abuse-urgent-help-needed,https://d2g8igdw686xgo.cloudfront.net/95768687_1760853544667480_r.png,500,"Donation protected
Puppy has been living on the streets with a homeless individual for the past few weeks. Sadly, multiple witnesses have reported that he’s being mistreated — seen limping, having a sock forced over his mouth to stop him from barking, and even being thrown to the ground.

He’s in a dangerous and unstable situation and urgently needs to be rescued. We’re raising funds to get him immediate veterinary care and provide essential supplies for his foster home once he’s safe.

Every do",8
https://www.gofundme.com/f/helping-hand-for-blue,https://d2g8igdw686xgo.cloudfront.net/95518131_1760106702897664_r.png,2220,"Donation protected
Blue isn’t just our dog — she’s pure joy on four legs. She’s the one who drags us out of bed for sunrise hikes, makes friends with every dog in the park, and turns strangers frowns upside down with her happy tail and big heart. She lives for long walks, mountain trails, and the simple moments that make life beautiful, like all the stuffed toys turnt into rags. But recently, Blue tore her CCL — a painful injury that’s taken away her ability to run, play, and enjoy the world she",16
https://www.gofundme.com/f/help-tiva-get-a-lifesaving-blood-transfusion,https://d2g8igdw686xgo.cloudfront.net/95887675_1761186478701699_r.png,3000,"Donation protected
Our sweet Tiva girl is in need of a blood transfusion. Unfortunately, this is not her first rodeo and she must have a blood typing test done as well to find a matching donor. Our girl still has so much life left to live and is so, so, so loved by her family, especially her adoring dad. Neither of us qualify for CareCredit and we are NOT willing to go down without a fight to keep Tiva with us. The test and a transfusion are about $3,000. We greatly appreciate any and all help. ",4
https://www.gofundme.com/f/disabled-cat-rescue-percys-rehabilitation,https://d2g8igdw686xgo.cloudfront.net/94594665_1757874629801909_r.png,841,"Donation protected
** UPDATE **
Mr Percy is doing well! While he's still on antiseizure medication, he's still having episodes and is going to see a specialist on the 21st. Cascade wants him to get an MRI se we can see if there is something neurological going on. Even for cats, MRI's are very expensive. We've submitted Percy's Photo in the Americas Favorite Photo competition and encourage you to vote for him! As of today, he's 2nd in the quarterfinal round and needs to remain in the top two to m",42
https://www.gofundme.com/f/help-this-sweet-boy-get-urgent-vet-care,https://d2g8igdw686xgo.cloudfront.net/95930423_1761318269394924_r.png,846,"Donation protected
Hi many of you know I’m very active in the rescue community, constantly networking and raising donations for dumped animals.
This sweet boy desperately needs vet care. Many rescues are low on funds so I am starting this GoFundMe to raise as much donations as possible. Another dog that I helped had to have an eye removal and for everything cost about $800. I would love to try and get as close as possible to that goal. A lot of people will just turn the other way and hope someon",2
https://www.gofundme.com/f/help-cats-amazing-rescue-neglected-senior-cats,https://d2g8igdw686xgo.cloudfront.net/94061669_1756332377776637_r.png,3767,"Donation protected
Sadly, the crisis for animals in this country continues to be completely out of control!

In the last few last weeks alone, Cat’s Amazing pulled 16 cats from Associated Humane Society in Vineland, NJ, that were scheduled for euthanasia due to space issues. We are in no position in any way to take these cats on… we have no space and no funds… but where there is a will, there is a way! We could not look away while these innocent souls were killed for the crime of an out-of-contr",60
https://www.gofundme.com/f/urgent-care-for-huddie-help-save-my-service-dog,https://d2g8igdw686xgo.cloudfront.net/95881389_1761172073497351_r.png,10000,"Donation protected

Help Save Huddie – A Service Dog, Teammate, and Lifeline

Goal: $10,000 – To cover Huddie’s emergency care, surgery, and recovery

Huddie isn’t just a dog — he’s a service partner, best friend, and the heart of a mission to help veterans heal.

My name is Steven Brown, a retired Navy SEAL (1994–2014) with 12 deployments around the world. After leaving the service, I founded Camp Brown Bear, a nonprofit dedicated to helping veterans overcome











Read more
React",4
https://www.gofundme.com/f/support-husky-haven-of-floridas-mission,https://d2g8igdw686xgo.cloudfront.net/95727041_1760724683497819_r.png,600,"Tax deductible
Hi, my name is Sam King, and I’m an undergraduate student at the University of South Florida, enrolled in the Business Honors Program. As part of my commitment to making an impact beyond the classroom, I’m working with a dedicated team to launch a fundraiser in support of Husky Haven, a rescue organization devoted to helping stray and abandoned huskies.
All proceeds will go directly toward:
- Providing food and shelter for stray huskies
- Covering medical treatment and veterinary ",9
https://www.gofundme.com/f/bring-two-yorkies-home-to-their-parents-colombia-to-nyc,https://d2g8igdw686xgo.cloudfront.net/95791141_1760931868818919_r.png,4700,"Donation protected
We're raising money to bring Cersei and Mulan—two Yorkshire Terriers—from Colombia to New York so they can finally be reunited with their parents.

There's a young woman who works at a neighborhood coffee shop in the West Village who radiates warmth and kindness. She and her husband came here from Colombia over a year ago—both trained as nurses back home—chasing the dream of a better life in New York.

But that dream came with an impossible choice: leave Cersei and Mulan with ",7
https://www.gofundme.com/f/support-lazaros-kennels-lifechanging-work,https://d2g8igdw686xgo.cloudfront.net/95933779_1761325679753609_r.jpeg,655,"Tax deductible
Hi everyone! My name is Alma and I’m raising money for a cause that means a lot to me. Lazaros Kennel -was created with my partner to help the voiceless. We have since rescued over 40 dogs with just us two, self funded and out of our home and I’ve seen firsthand how much of an impact it makes on these fur babies when they are in a home versus a shelter.

Since we’re self-funded, we are reaching out for your help. Baby girl Kassidy, got into the garbage and ate things she shouldn’t",2
https://www.gofundme.com/f/save-hercules-our-little-hero-needs-you,https://d2g8igdw686xgo.cloudfront.net/95928319_176131338587830_r.png,805,"Donation protected
Hello Family and Friends

This is Hercules, my 5-year-old Chihuahua/Terrier mix — and my little hero. We rescued him when he was just 4 weeks old, but honestly, he’s rescued my Family more times than I can count.

Hercules came into my life when I needed him most. Through every challenge — from my own health battles with cancer, surgery, Lupus, and even the loss of my dad — he’s been there with his big button eyes, gentle cuddles, and endless love. He’s truly been my little he",2
https://www.gofundme.com/f/5-years-682-lives-changed-help-me-keep-going,https://d2g8igdw686xgo.cloudfront.net/95919739_1761273980869937_r.png,600,"Donation protected


Hi everyone,

My name is Stacy Myszewski, and for five years, I’ve dedicated my heart and every spare moment to helping Rock County’s stray and feral cats survive, heal, and find safety. Now, as winter approaches, I need your help to keep them fed and warm.

I build insulated cat shelters so colonies can survive our brutal winters, organize food drives for our community cats, and help community colonies get spayed and neutered through TNR. Every cat I help matters deeply to ",3
https://www.gofundme.com/f/cone-free-shadow,https://d2g8igdw686xgo.cloudfront.net/95790653_1760922638111436_r.png,810,"Donation protected
Help Shadow Finally Thrive — and Stay with His Best Friend, Charlie

Hi everyone — I’m starting this fundraiser on behalf of my dear friend Amanda and her two cats, Shadow and Charlie.

Shadow is a gentle, loving cat who has struggled with skin issues for as long as Amanda has had him. He’s always had to wear a cone because he can’t stop licking and scratching himself raw. Despite numerous vet visits, medications, and special diets, nothing has fully helped — and now his condi",7
https://www.gofundme.com/f/help-luka-get-urgent-dental-surgery,https://d2g8igdw686xgo.cloudfront.net/95912311_1761256633460085_r.png,1000,"Donation protected
Hello! I'm Dari, and this is my girlfriend's beloved cat, Luka. At her most recent vet visit, she was told that Luka direly needs to get an infected tooth extracted. Unfortunately, the cost of it is not feasible for us right now because my girlfriend has been struggling to pay off her student loans, as well experiencing delays in her transfer to a better position at her workplace.

We desperately need help to reach our goal of 2,000 to cover the procedure, anesthetic, as well ",3
https://www.gofundme.com/f/luas-lump-surgery,https://d2g8igdw686xgo.cloudfront.net/95633155_1760458985235611_r.png,1520,"Donation protected
hello, everyone!

This is Lua. She is an 8 year old pomsky and she is our best friend. She is the sweetest gal and loves to adventure. We recently found a lump on her that got very infected. The infection is under control and now she needs surgery to have it removed. We recently moved and have had to take on extra bills as well (Lua’s fur sister, Paris, had a double ear/skin infection too) as a result the funds are dwindling.

if you can donate at all or help by sharing it is ",12
https://www.gofundme.com/f/help-macey-preserve-her-happy-smile,https://d2g8igdw686xgo.cloudfront.net/95558469_176022555578638_r.png,885,"Donation protected
Help Us Care for Macey — Our Sweet Girl Who’s Given So Much Love

If you’ve ever met Macey, you know she’s pure sunshine wrapped in fur.

For 11 beautiful years, she’s been Cameron’s best friend and the heart of every home, hike, cuddle, and gathering. Her soft snuggles and wagging tail have comforted so many — friends, family, even strangers who needed a smile.

Now our sweet girl needs a little help of her own. Macey is due for a COHAT procedure (Comprehensive Oral Health As",15
https://www.gofundme.com/f/its-time-to-give-back-help-cover-grizs-medical-expenses,https://d2g8igdw686xgo.cloudfront.net/95677241_1760570573914992_r.png,8021,"Donation protected
In terms of pet ownership, there are few things worse than the death of one of your beloved dogs. One of those ""worse"" things is to spend thousands of dollars to attempt to save your 8-year-old dog's life, only to lose them in the end.

On Monday, October 10th, Shannon Maeurer experienced the tragic loss of her amazing Belgian Malinois Grizzly. ""Griz"" was superstar material. She was featured in multiple ads and other media, had earned her FR1 title, and was a dock diving champ",11
https://www.gofundme.com/f/help-ivy-our-tiny-rescue-pup-fight-for-her-health,https://d2g8igdw686xgo.cloudfront.net/95935357_1761332600289862_r.png,710,"Donation protected
Ivy is one of the sweetest little souls we’ve ever known — less than five pounds but full of pure love and courage. Along with her inseparable companion, Ollie, she recently found her forever home with us after a long and uncertain journey. From the moment we met them, their bond was undeniable, and we knew they belonged together. Ivy’s favorite pastime is snuggling close and showering her humans with endless puppy kisses, while Ollie never leaves her side, offering comfort an",2
https://www.gofundme.com/f/give-sunny-a-chance-to-run-again,https://d2g8igdw686xgo.cloudfront.net/95792867_1760929101458218_r.png,345,"Donation protected
Hi everyone,

I never thought I’d have to make a post like this. Our sweet dog Sunny was recently hit by a car in a hit-and-run, and he’s now fighting through serious injuries. His hips are broken, and his tail needs to be removed. Seeing him in so much pain has completely shattered our hearts.

Sunny has always been our sunshine — the brightest part of our home. Every time we walked through the door, he was there waiting for us, tail wagging and eyes full of love. He brought ",7
https://www.gofundme.com/f/support-pucks-healing-journey,https://d2g8igdw686xgo.cloudfront.net/94581863_1757696006882016_r.png,2364,"Donation protected
During May of 2025, Puck's overall health & demeanor was declining. He became lethargic and confused, he would stare at walls and was too unstable to even lift his leg to pee. After multiple vet visits, x-rays, blood tests, and an ultrasound, Puck's amazing doctors were able to diagnose him with a congential portosytemic shunt in his liver.

In a nutshell, Puck's liver has an extra blood vessel that sends unfiltered blood throughout his body. Since his liver can't properly fil",44
https://www.gofundme.com/f/snykc-save-hazel-urgent-surgery-needed,https://d2g8igdw686xgo.cloudfront.net/95928157_1761312525581556_r.png,305,"Donation protected
My sweet girl Hazel urgently needs life-saving surgery to remove her infected uterus (a condition called pyometra). The vet told me that without this surgery, her uterus could rupture and she may not survive. She’s been so strong — still wagging her tail and eating despite being in pain — but time is running out.

Any amount you can give will go directly toward her emergency surgery and care. Please help me save her life. Even sharing this means the world to us. ❤️

Thank you ",3
https://www.gofundme.com/f/xvk9b4,https://d2g8igdw686xgo.cloudfront.net/95756887_1760820869750561_r.png,6336,"Donation protected
It’s with great sadness I share that longtime local equestrian, Barbara Gindick, of Scarsdale, NY and Brewster, NY, passed away on 10/15/25 after a period of declining health.

Barbara was very thoughtful in establishing care for her horse after her passing, but unforeseen circumstances have prevented access to those funds. We are looking for support.

Barbara was a passionate and devoted horsewoman, whose horses gave great meaning and direction to her life.






Read more
Re",8
https://www.gofundme.com/f/help-cover-ripleys-medical-bills,https://d2g8igdw686xgo.cloudfront.net/95829327_1761055815610737_r.png,1497,"Donation protected
I never thought I’d be making something like this nor would I ever want to ask for help.

I lost my best friend, Ripley, and I’m completely shattered. I did everything I could to save him, but now I’m left with nothing — no money, no savings, and no him. I have no other choice but to ask for help to cover his medical bills and try to get back on my feet after losing the one who meant everything to me.


FULL STORY









Read more
React
❤️‍🩹
1",5
https://www.gofundme.com/f/help-feed-newborn-kittens-and-shelter-cats,https://d2g8igdw686xgo.cloudfront.net/95252445_1759598435330822_r.jpeg,413,"Donation protected
We are raising funds for our mother kitty who is going to give birth and we are really I need of your support for her proper birth and feeding of the babies and other cats at the shelter kindly support with anything you can to help.
React",25
https://www.gofundme.com/f/fsk5u-support-larrys-journey-to-recovery,https://d2g8igdw686xgo.cloudfront.net/95913011_1761258247413600_r.png,505,"Donation protected
Hello everyone. If you know me, you know that I’m not one to ask for help... but here I am, desperate for my baby Larry.

Larry is our 2.5-year-old Labradoodle Rottweiler mix. We’ve had him since he was a puppy, and he is literally the best dog ever. He had a tumor (benign) removed from his neck in May of this year by our family vet, but he was only able to safely remove part of it due to the size and location. Today, we went to the VCA of Lancaster and saw a specialist. Unfor",3
https://www.gofundme.com/f/te4cq-support-our-cats-urgent-medical-care,https://d2g8igdw686xgo.cloudfront.net/95805173_1760985875647006_r.png,400,"Donation protected
I need help paying for my cat's medical bill. He's a very happy and loving boy just over a year old. Any help to save his life would mean the world to my wife and me.

We don't have kids, so our animals are our kids. I'm to the point of begging; please help us.
React",6
https://www.gofundme.com/f/salvemos-a-marley-1-puede-darle-una-segunda-oportunidad,https://d2g8igdw686xgo.cloudfront.net/95957611_1761405940705497_r.png,600,"Donation protected
Marley necesita una oportunidad: un dólar puede salvar su vida

Marley es un perrito joven de apenas dos años que fue atropellado y dejado a su suerte. Cuando lo encontramos, apenas podía moverse, pero aun con el dolor, movía su colita y buscaba cariño. Su nobleza y ternura nos rompieron el corazón.

Después de llevarlo al veterinario, la doctora confirmó que tiene ambas caderas rotas, pero hay esperanza: una cirugía puede salvar su vida y permitirle volver a caminar.

Marley ",1
https://www.gofundme.com/f/help-save-scooby-doo-urgent-medical-fund,https://d2g8igdw686xgo.cloudfront.net/95917197_1761266947209884_r.png,4139,"Donation protected
My precious Scooby Doo was attacked by a vicious dog Monday morning (10/20) while he was going to the bathroom in our front yard. He has since had to have two major surgeries, drain tubes, laser treatments, pain medication, and multiple antibiotics. He has been fighting a good fight, but the bite wound was very severe and he might need to see a specialist if his condition worsens.

So far, his two surgeries have set us back and I would do anything in the world to help save my ",3
https://www.gofundme.com/f/help-agnes-beat-lymphoma-cancer,https://d2g8igdw686xgo.cloudfront.net/95377917_1759710107424884_r.png,7950,"Donation protected
Hi, my name is Kristina and I'm the very lucky mom of Agnes. She is honestly the sweetest dog with a very goofy personality! Everyone describes her as a real gentle giant.

I found out this week she has B Cell lymphoma cancer, which the oncologist told me today is treatable! Unfortunately, the vet bill for testing was extremely expensive, and I cannot afford her treatment right now. Lymphoma is a highly aggressive cancer. Without treatment, she has a few weeks.

There are seve",21
https://www.gofundme.com/f/from-craigslist-to-sanctuary-support-mr-piggless-journey,https://d2g8igdw686xgo.cloudfront.net/95780371_1760897831405207_r.png,350,"Donation protected
Hello! This fundraiser is to cover the cost of humane castration for Mr. Piggles, the newest resident of Pumpkin Ridge Animal Sanctuary in New Plymouth, Ohio, and to offset the cost of a dog crate purchased for his transport.

On Monday, October 13, an adorable one-year-old, 100-lb black boar was listed on Craigslist for sale for $50, with the note: “Roast him or keep him as a pet.” I quite accidentally saw the photo of his sweet face soon after the post appeared and started m",7
https://www.gofundme.com/f/ra8xc5-save-greyson,https://d2g8igdw686xgo.cloudfront.net/95699531_1760639724299431_r.png,410,"Donation protected
Please help Cayden and Callie save their dear kitty, Greyson. Greyson is a super friendly and loving, 2 year old cat with so much love to give. He was diagnosed with acute kidney failure and is in need of immediate hospitalization for 5 days to save his life. You donation will help Greyson on his healing journey providing him with iv fluids to flush his kidneys, as well as various medications and supplements to support his kidney function once discharged. Any and every donatio",10
https://www.gofundme.com/f/gs8cu-help-tori-fight-cancer,https://d2g8igdw686xgo.cloudfront.net/95902705_1761239536193124_r.png,6000,"Donation protected
Hi everyone. My name is Jonathan, and I’m reaching out with a heavy heart to ask for your help with our beloved dog Tori, who has recently been diagnosed with Mast Cell Tumor. Tori is the youngest member of our pack, the little sister of my son and daughter, and we love her so dearly. We have been taking her to her vet, and went through a series of lab works and diagnostics. They are suggesting a surgery that can run us anywhere between $4000 and $6000, plus medications and tr",3
https://www.gofundme.com/f/save-xana-urgent-surgery-needed-for-puppy,https://d2g8igdw686xgo.cloudfront.net/95947895_1761401235196452_r.png,845,"Donation protected
Hello, my nephew is in need of help. His 6-month-old puppy xena unfortunately fell out of the car window today as the car was going 30 mph. She has a broken leg in 2 places the tiba and fibula are both broken and needs surgery she needs screws and a plate. She also has road rash all over her body and is in extremely bad condition.

I am trying to raise the money for my nephew to help pay for her vet bill and surgeries. He fell on extremely hard times himself, and Xena means th",2
https://www.gofundme.com/f/help-save-nala-urgent-medical-fund,https://d2g8igdw686xgo.cloudfront.net/95947515_1761358185734120_r.png,1200,"Donation protected
Hi everyone I am asking help for my dog nala who is currently at the pleasant hill emergency vet (VEG) getting diagnosed due to her eating chicken bones. The vet bill is currently at $1,200. I am newly enrolled in Paul Michael school of beauty and unable to pay all of these funds upfront. I am asking for any help in hopes of saving my dog. Anything is appreciated please share if possible. Thank you all in advanced!
React",2
https://www.gofundme.com/f/support-rexxs-lifesaving-surgery-costs,https://d2g8igdw686xgo.cloudfront.net/95846489_176108606359610_r.png,1335,"Donation protected
Hi, my name is Kayla and this is my dog Rexx. Rexx is 3 years old. Back in April of this year, Rexx was diagnosed with a diaphragmatic hernia where at first we were told he required emergency surgery, but after an ultrasound, the vet confirmed that he did not need surgery. At that time, he was sent home after being treated for nausea and with IV fluids, where he then recovered. Since then, Rexx has been perfectly healthy.

This past Saturday, October 18th, 2025, Rexx vomited m",5
https://www.gofundme.com/f/56jrj-help-apollo-heal-emergency-surgery-needed,https://d2g8igdw686xgo.cloudfront.net/95808605_1760992066456398_r.png,640,"Donation protected
My beloved Apollo, a four-year-old German Shepherd mix, needs emergency surgery for a torn ACL. The procedure is expensive, and as a devoted pet parent, I am overwhelmed with fear and anxiety over his health and well-being. I’m reaching out because every bit of support can help give him the chance to heal and live a happy, active life again.

If you’ve ever loved a pet, you know the heartbreak of seeing them in pain, and I’m asking for any help, whether through a donation, sha",6
https://www.gofundme.com/f/help-support-merlin-the-corgi-his-owner-brenden,https://d2g8igdw686xgo.cloudfront.net/95803325_1760982633983907_r.png,4000,"Donation protected
Help Support Merlin the Corgi & His Owner, Brenden

Merlin is a 3-year-old corgi who’s full of personality. He loves everyone he meets, enjoys playing outside, and has a habit of eating grass whenever he can sneak it. Unfortunately, it seems he may have eaten something that’s caused a blockage or stomach issue, and he hasn’t been feeling well.

His owner, Brenden, recently had to take him in for an overnight vet stay, which cost nearly $4,000. Despite that, Merlin is still not",6
https://www.gofundme.com/f/donate-to-lynns-furry-familys-medical-needs,https://d2g8igdw686xgo.cloudfront.net/95896585_1761229421929254_r.png,2000,"Donation protected
Anyone who knows Lynn Christopherson knows that her fur babies are as close to her heart as can be (if it were legal to list 'the girls' as her next of kin, she absolutely would). For that reason, Joanne's recent diagnosis is especially difficult for Lynn. After multiple vet visits with differing and inconclusive answers, veterinarians at the Buffalo Animal Companion Clinic have concluded that Jo most likely has bone cancer in her foot. With surgery to amputate a toe, the vets",3
https://www.gofundme.com/f/for-athena-my-loyal-girl-my-heart-my-constant-friend,https://d2g8igdw686xgo.cloudfront.net/95428133_1760668999456163_r.png,2841,"Donation protected
My sweet girl Athena was recently diagnosed with cutaneous lymphoma— a rare and incurable form of cancer. Hearing those words broke my heart. She’s still so full of life — playful, bright-eyed, and her tail never stops wagging.

The only way to keep her comfortable and extend her good days is through chemotherapy. It’s not a cure, but it will help her feel like herself for as long as possible. My goal is to give Athena the best quality of life and as many happy, pain-free days",10
https://www.gofundme.com/f/zbek2k-lost-but-not-forgotten,https://d2g8igdw686xgo.cloudfront.net/95758447_1760819205421177_r.png,884,"Donation protected
Help Bring Riggs & Annie Home

It’s been two long, heartbreaking weeks since Maghen and Joe’s beloved dogs, Riggs and Annie, went missing from Lake Ann Rd, Traverse City, MI 49684.

Riggs and Annie aren’t just pets — they’re family. They’ve been constant companions through every season of life, and the house just isn’t the same without them. They’ve been searching nonstop — putting up flyers, calling shelters, talking with neighbors, checking cameras, and spreading the word ev",7
https://www.gofundme.com/f/tnczb-support-green-chimneys-lifechanging-work,https://d2g8igdw686xgo.cloudfront.net/95328033_1759540823397336_r.jpeg,2654,"Tax deductible
Hey everyone! I am Dylan, and I am pushing my limits this month for an awesome cause.

It is ADHD Awareness Month, and I am doing a huge push-up challenge to raise money for Green Chimneys.

This place is incredible—they help kids learn and grow by surrounding them with over 300 farm animals, horses, and wildlife. Seriously cool stuff. They help kids unlock their full potential, and I want to support that mission!

I am aiming for 10,000 to 15,000 push-ups this October, and every ",23
https://www.gofundme.com/f/help-drogo-heal-support-his-surgery,https://d2g8igdw686xgo.cloudfront.net/95869335_1761149823859888_r.png,365,"Donation protected
Hi everyone,

I’m reaching out for help for my sweet boy, Drogo. I recently rescued him from the shelter—he had been there for a long time and was one of their most overlooked dogs. The moment I saw him, I knew he was meant to be part of our family. He’s gentle, calm, and already so full of love… it truly feels like he rescued us as much as we rescued him.

Unfortunately, soon after bringing him home, I discovered a large mass on his foot. It’s open, infected, and painful. My ",4
https://www.gofundme.com/f/help-dakotas-dogs-fight-parvo,https://d2g8igdw686xgo.cloudfront.net/95760319_1760824119273213_r.png,1730,"Donation protected



Read more
React",8
https://www.gofundme.com/f/donate-to-truffles-lifesaving-leg-surgery,https://d2g8igdw686xgo.cloudfront.net/95711445_1760668001305559_r.jpeg,870,"Donation protected
Hi ! My name is truffle and I was recently involved in a terrible car accident that resulted in my leg being badly hurt ☹️. I have multiple fractures and will not be able to walk , run , and play properly unless i have an urgent surgery in just one weeks time. Unfortunately it costs my mommy a lot of money that we do not entirely have , but with your help we can reach our goal ! Please consider donating— no amount of help is too big or too small !
Thank you for being apart of ",10
https://www.gofundme.com/f/help-odie-beat-rare-lung-cancer,https://d2g8igdw686xgo.cloudfront.net/95785945_1760910277675525_r.png,1105,"Donation protected
Hi, my name is Ally, and I’m asking for help to save the life of my best friend, Odie.

Odie is a 9-year-old chihuahua mix with a huge personality and an even bigger heart. He’s been by my side through everything — my little shadow, my comfort, my joy. Anyone who’s met him knows he’s full of sass, loyalty, and love. He truly is one of a kind.

Odie has been diagnosed with a very rare form of lung cancer that affects less than 1% of dogs. His only chance at survival is a partia",6
https://www.gofundme.com/f/yzjk5-support-abbys-journey-to-health,https://d2g8igdw686xgo.cloudfront.net/95896759_1761224858573770_r.png,580,"Donation protected
Help Abby get spayed/receive her vaccines! Abby was found on October 11, 2025 curled up on someone’s doorstep, hoping to find a loving family to take her in. Abby is severely malnourished. Luckily for her, she found a loving family who opened up their home to her. Abby is shy, but so loving. She is starting to explore and become the puppy she should be. Please help donate towards Abby getting spayed and updated on her vaccines. This was an unexpected match made in heaven and e",4
https://www.gofundme.com/f/donate-to-establish-animal-sanctuary,https://d2g8igdw686xgo.cloudfront.net/95479611_1759984025886617_r.png,3170,"Donation protected
Help Us Save Lives in Southern Baja — One Horse at a Time

We’re reaching out from our hearts — and from a place of urgency. Our horse rescue and rehabilitation center is the only facility in Southern Baja that not only rescues and rehabilitates animals in crisis, but also provides free counsel and hands-on help to local horsemen so they can learn better standards of care.

For seven years, we’ve been rescuing horses and other large animals — many found suffering from bee atta",18
https://www.gofundme.com/f/help-boe-recover-from-rattlesnake-bites,https://d2g8igdw686xgo.cloudfront.net/95688863_1760881519120899_r.png,300,"Donation protected
On October 15, 2025, our little girl, Boe, was struck by a Diamond Back Rattlesnake. She was outside in our backyard for a potty break.

Boe is a fighter and tried her best to protect her territory. Apparently, the snake bit her a total of three times before we even realized what was happening. By the time we saw the snake, it was too late.

My husband and I rushed her to the nearest ER vet. Unfortunately, with lunchtime traffic, red lights, and slower traffic, we got there 50",8
https://www.gofundme.com/f/support-dantes-surgery-for-a-healthier-future,https://d2g8igdw686xgo.cloudfront.net/95798407_1760961338380498_r.png,800,"Donation protected
Hi,

Our sweet boy Dante has been a light in our life that we did not expect. We rescued Dante summer 2024 when he was walking into a dollar tree by himself. He was the sweetest boy going in out of the store trying to get attention. He had a collar but no tag. I saw him first and obviously had to go help. I have rescued countless animals throughout the years and nothing makes me happier.

When I got off the car the plan was to get him to our house until we could find him a goo",7
